"shipping_date","seller_name","buyer_name","buyer_address","buyer_city","buyer_zipcode","kode_resi"
"2022-12-09","msmo","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10393202212062022120925129"
"2022-12-09","AINUN17 SHOP","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","1041920221207202212092972"
"2022-12-09","gotasa","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10714202212062022120924208"
"2022-12-09","ES Official Store","Andreas Andikha Bunanta","Jl Mampang Prapatan Raya 106 Plaza Basmar","Jakarta Selatan","16591","1048520221208202212092324"
"2022-12-09","SANDANGMAS MULYA","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","104962022120620221209110185"
"2022-12-09","BLP Official Store","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","10501202212082022120940240"
"2022-12-09","Troveast Official Store","Aluinanto Sandjojo","Jl Inspeksi Saluran Kalimalang 9 A-B","Jakarta Pusat","16035","1054720221208202212092150"
"2022-12-09","HNA-houseware","Darminto","Jl Sukanagara 21","Kota Bandung","16297","1054920221208202212097150"
"2022-12-10","Aerostreet","Evi Hamdani","Jl Senen Raya Proy Senen Bl IV P-4/11","Jakarta Pusat","16417","107072022120920221210102120"
"2022-12-10","Bless Cosmetics ID","Christian Sugiarto","Jl Cikini Raya 90 Hias Rias Plaza","Jakarta Pusat","15190","9791202212072022121062238"
"2022-12-10","Make Over Official Shop","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","110942022120920221210117224"
"2022-12-10","barenbliss Official Store","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","10079202212092022121016245"
"2022-12-10","ONLYSNEAKERS.ID","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","10517202212082022121069143"
"2022-12-10","Oxihom","Bernadette Ruth Irawati","Jl Rempoa Raya 45","Jakarta Selatan","16145","967920221207202212104315"
"2022-12-10","Raja Stationery","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","1044120221207202212105367"
"2022-12-10","beau pamore","Darmo Suwito Barwin","Jl Jelambar Ilir 2","Jakarta Pusat","15353","10956202212092022121073235"
"2022-12-10","DELTONS Official Store","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","966520221207202212104194"
"2022-12-10","Troveast Official Store","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","99052022120820221210122150"
"2022-12-10","Apotek Century Tunjungan Plaza","Hiramsyah Sambudhy Thaib","Jl Tmn Apsari 9 C","Kota Pasuruan","15419","105912022120820221210111313"
"2022-12-10","Toko obat palembang","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","10226202212092022121049267"
"2022-12-10","Apotek Rejeki Tomang Grogol Petamburan","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","10412202212082022121072279"
"2022-12-10","AppShoppe","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","10641202212082022121012090"
"2022-12-10","X-Urband Official","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","110152022120820221210103124"
"2022-12-10","lbagstore","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","11059202212082022121011210"
"2022-12-10","loekita grosir","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","106622022120920221210113195"
"2022-12-10","VICTORY FILTER16","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","103342022120720221210511"
"2022-12-10","Berkah Natural Bersama","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","108402022120720221210100266"
"2022-12-10","Deli office automative","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","1091020221207202212101564"
"2022-12-10","Beli -Beli shop","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","9727202212092022121020286"
"2022-12-10","lbagstore","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","1054820221207202212107710"
"2022-12-10","CrafTex","Bernie Prajoga","Jl Casa 2","Kota Bandung","16858","10604202212092022121044114"
"2022-12-10","msmo","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","9704202212092022121034129"
"2022-12-10","Apotek Aulia Bekasi Utara","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","10676202212082022121012289"
"2022-12-10","X-Urband Official","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","11041202212072022121036124"
"2022-12-10","Aisyah Herbalindo","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","10209202212082022121021263"
"2022-12-10","House of Smith Official","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","10297202212092022121094118"
"2022-12-10","Toko Armada Satu","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10822202212082022121025127"
"2022-12-10","Apotek Rio Bekasi Selatan","Darminto","Jl Sukanagara 21","Kota Bandung","16297","9951202212092022121071284"
"2022-12-10","PINKFLASH OFFICIAL STORE","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","105922022120720221210100233"
"2022-12-10","Markotashop","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","105392022120920221210112189"
"2022-12-10","ipstore_id","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","9696202212082022121076204"
"2022-12-10","luxcrime","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","9991202212092022121015227"
"2022-12-10","Mother of Pearl by Tasya Farasya","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","9794202212072022121012239"
"2022-12-10","F2_Sweater","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","10260202212082022121078181"
"2022-12-10","PINZY Official Store","Efrem Wardhana","Jl Salemba Raya Psr Kenari AKS 12","Jakarta Pusat","16239","1109520221208202212108811"
"2022-12-10","Proffe coffee","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","995520221208202212105843"
"2022-12-11","Putra Jaya 88","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","1070620221209202212119913"
"2022-12-11","Wardah Official","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10663202212082022121192251"
"2022-12-11","X-Urband Official","Andi Achmad Dara","Jl Sumagung III Kav Bulak K/5","Jakarta Utara","16681","10606202212092022121114124"
"2022-12-11","simplicityapparel","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10509202212102022121125154"
"2022-12-11","Agenjaketbandung","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","10265202212092022121137125"
"2022-12-11","simplicityapparel","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","1065820221208202212117154"
"2022-12-11","Belanja Elektronik","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","105192022120820221211728"
"2022-12-11","SEDANA AMERTA","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","977120221210202212117658"
"2022-12-11","SKM Jaket","Allan Tjahja Tjao","Jl Denai 40","Sumatera Utara","15934","976620221210202212111159"
"2022-12-11","Goto Living","Edy Kosasih","Jl Pd Kelapa Raya Bl BI-4 B-C RT 005/04 Pondok Kelapa","Jakarta Selatan","16647","1025820221209202212118236"
"2022-12-11","Eroc Official Store","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","10257202212082022121112059"
"2022-12-11","erjucom","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","1043820221210202212115114"
"2022-12-11","SOMETHINC official","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","10050202212102022121113241"
"2022-12-11","Peek-A-Boo Baby Stuff","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","10005202212082022121194277"
"2022-12-11","Apotek Mario Cengkareng","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","107162022121020221211109305"
"2022-12-11","Sido Muncul Store","Dany Subrata","Jl Metro Permata Bl A-2/33","Jakarta Pusat","15640","9682202212092022121166276"
"2022-12-11","SORU Indonesia","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","1042720221209202212111053"
"2022-12-11","PINKFLASH OFFICIAL STORE","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","10963202212082022121134233"
"2022-12-11","Pigeon Teens Indonesia","Allan Tjahja Tjao","Jl Denai 40","Sumatera Utara","15934","1007520221209202212111237"
"2022-12-11","dollylab","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","9688202212082022121151292"
"2022-12-11","K2 Official Store","Darmadi Karjanto Putro","Jl Pinangsia III/15","Jakarta Pusat","17167","1040520221209202212116842"
"2022-12-11","Apotek Rio Bekasi","Eko Budianto","Jl Raden Saleh 1 B-D","Jakarta Pusat","16110","10743202212082022121191274"
"2022-12-11","michaelscollection","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","10751202212092022121119223"
"2022-12-11","look180","Hiramsyah Sambudhy Thaib","Jl Tmn Apsari 9 C","Kota Pasuruan","15419","97002022120820221211111172"
"2022-12-11","Putra Jaya 88","BENNY IRSJAD","Jl Dr Setiabudhi 315","Jakarta Selatan","15258","1047120221208202212113813"
"2022-12-11","aldiano22 shop","Johana Poedjokerto","Jl KH Zainul Arifin 35","Jakarta Selatan","15151","10756202212102022121112188"
"2022-12-11","AlteaCare Official Store","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","10371202212102022121151310"
"2022-12-11","Putra Jaya 88","Andi Achmad Dara","Jl Sumagung III Kav Bulak K/5","Jakarta Utara","16681","1036220221208202212111413"
"2022-12-11","Apotek Aulia Bekasi Utara","Andreas Andikha Bunanta","Jl Mampang Prapatan Raya 106 Plaza Basmar","Jakarta Selatan","16591","10489202212092022121123289"
"2022-12-11","bintang888","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10138202212092022121159300"
"2022-12-11","cakraton","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","107772022121020221211127314"
"2022-12-11","Gardha Komputer","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","1057820221210202212112985"
"2022-12-11","DELTONS Official Store","Jenny Elisabeth RG","Jl P Tubagus Angke 11 K-L","Jakarta Barat","15906","10581202212082022121111594"
"2022-12-11","Berkah Natural Bersama","Bintoro Wong","Jl Talang Ujung 40 D","Jakarta Pusat","15341","10671202212102022121150266"
"2022-12-11","Pixy Official Store","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","110322022120920221211100229"
"2022-12-11","ESQA Cosmetics","Christian Dieter Scholz","Jl Tmn Sari Raya 5 D","Jakarta Pusat","16817","10330202212092022121157230"
"2022-12-11","Menjual Serba Ada","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","10683202212092022121132162"
"2022-12-11","erjucom","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","1032920221210202212117414"
"2022-12-11","Waroeng Bako Depok","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","98132022120920221211100101"
"2022-12-11","Pixy Official Store","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","97372022120820221211126229"
"2022-12-11","Sido Muncul Store","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","105972022120920221211108276"
"2022-12-11","naomystore","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","108942022120820221211106149"
"2022-12-11","Health&Beauty Solution","Bernadette Ruth Irawati","Jl Rempoa Raya 45","Jakarta Selatan","16145","992320221208202212114386"
"2022-12-11","play with kiddos","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","10551202212082022121177113"
"2022-12-11","Livehaf Official","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10685202212092022121125123"
"2022-12-11","play with kiddos","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","10303202212102022121159113"
"2022-12-11","officeXpres","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","1029120221208202212114296"
"2022-12-11","PINZY Official Store","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","10200202212102022121110711"
"2022-12-11","CENTURY HEALTHCARE","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","102022022120920221211109275"
"2022-12-11","BEAUTYHAULINDO","Christian Sugiarto","Jl Cikini Raya 90 Hias Rias Plaza","Jakarta Pusat","15190","9920202212082022121162243"
"2022-12-11","PURBASARI INDONESIA","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","9755202212092022121170249"
"2022-12-12","Dolphin Tamiya Hobby","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","101272022120920221212113207"
"2022-12-12","TheStore Collection","Bob Yanuar","Jl RS Fatmawati 15 Golden Plaza Bl I/1-2","Jakarta Pusat","16250","9802202212112022121252141"
"2022-12-12","FZR3","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","10452202212112022121228116"
"2022-12-12","Belanja Elektronik","Evi Yulisma Harahap","Jl Kerinci 19","Jakarta Pusat","16526","973120221210202212121048"
"2022-12-12","Y&S Collections","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10609202212112022121224210"
"2022-12-12","GrosirPakaianRajut","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","10530202212092022121218186"
"2022-12-12","Deli Stationery","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","102042022121120221212756"
"2022-12-12","Human Greatness Labs","Dany Subrata","Jl Metro Permata Bl A-2/33","Jakarta Pusat","15640","10142202212092022121266131"
"2022-12-12","Toko obat palembang","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","9827202212112022121269267"
"2022-12-12","Pixy Official Store","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","9879202212092022121277229"
"2022-12-12","Zazah Queen","Amalia","Jl Paseban 3 C","Jakarta Barat","16456","105722022121120221212627"
"2022-12-12","mandjur","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","9946202212102022121242285"
"2022-12-12","House of Smith Official","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","102742022121020221212125118"
"2022-12-12","barenbliss Official Store","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","9826202212112022121280245"
"2022-12-12","Y&S Collections","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","11084202212102022121221210"
"2022-12-12","Kastil Drakula","Bayu Virgan Triyatno","Jl Kota Denpasarkpapan 29-31","Jakarta Selatan","15536","1052320221209202212122784"
"2022-12-12","Maxim Official Store","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","1070820221209202212128633"
"2022-12-12","ZenLiving","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","1000220221209202212121644"
"2022-12-12","Lalulaku","JENNY WIDJAJA","Jl Hayam Wuruk 120","Jakarta Barat","15841","1042120221210202212121166"
"2022-12-12","SOMETHINC official","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","1048420221211202212129241"
"2022-12-12","Starco Official Store","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","99372022121120221212207"
"2022-12-12","Madame Gie Official","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","99112022121120221212106252"
"2022-12-12","SOMETHINC official","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","9807202212102022121215241"
"2022-12-12","kansi store","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10008202212102022121292153"
"2022-12-12","Sido Muncul Store","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","982520221209202212128276"
"2022-12-12","Toko Armada Satu",NULL,NULL,NULL,NULL,"109062022120920221212127"
"2022-12-12","Raja Stationery","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","1027920221209202212125167"
"2022-12-12","SEDANA AMERTA","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","10466202212112022121212658"
"2022-12-12","Vidi Surya Elektrik","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","975220221211202212121147"
"2022-12-12","HOOLIGANS","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","10332202212102022121261156"
"2022-12-12","Health&Beauty Solution","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","1048620221210202212122086"
"2022-12-12","Apotek Aulia Bekasi Utara","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","110902022120920221212113289"
"2022-12-12","PINKFLASH OFFICIAL STORE","Efrem Wardhana","Jl Salemba Raya Psr Kenari AKS 12","Jakarta Pusat","16239","10859202212102022121288233"
"2022-12-12","YOU Beauty Official","Darmo Suwito Barwin","Jl Jelambar Ilir 2","Jakarta Pusat","15353","10699202212112022121273225"
"2022-12-12","Raja Stationery","Muhammad Agus","Jl Balai Rakyat 3 RT 001/01","Jakarta Selatan","16710","10081202212102022121212567"
"2022-12-12","CrafTex","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","10542202212102022121264114"
"2022-12-12","luxcrime","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","10256202212102022121264227"
"2022-12-12","Yumna-mart","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","10280202212112022121247264"
"2022-12-12","PANDA RETAIL SOLUTIONS","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","9689202212092022121212260"
"2022-12-12","Solusi Fingerprint","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","1025020221210202212122266"
"2022-12-12","SARANG ACC shop","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","1008720221211202212126770"
"2022-12-12","SARANG ACC shop","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","10992202212092022121211070"
"2022-12-12","AnR-Shop","Daswi Rayawang","Jl Sunan Giri 1 RT 012/15","Jakarta Pusat","17037","10296202212102022121279170"
"2022-12-12","lbagstore","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","980820221210202212123610"
"2022-12-12","StreetWearSupply","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","9677202212092022121274138"
"2022-12-12","Armani_collection.","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","103272022121120221212117121"
"2022-12-13","inimurah shop","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","1112220221212202212131276"
"2022-12-13","DPRINCE","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","1089620221210202212133122"
"2022-12-13","Saku Official","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","10611202212102022121356110"
"2022-12-13","lbagstore","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","1097720221212202212131910"
"2022-12-13","msmo","Hiramsyah Sambudhy Thaib","Jl Tmn Apsari 9 C","Kota Pasuruan","15419","106222022121120221213111129"
"2022-12-13","inayafashion","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","104182022121120221213100178"
"2022-12-13","Apotek Century Kuningan City","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","11167202212122022121364268"
"2022-12-13","Belanja Elektronik","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","9995202212122022121378"
"2022-12-13","Human Greatness Labs","Edy Kusnadi","Jl Depsos Raya 42 B RT 008/01","Jakarta Selatan","17100","11114202212122022121383131"
"2022-12-13","Apotek Aulia Bekasi Utara","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","11036202212112022121318289"
"2022-12-13","DELTONS Official Store","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","10053202212122022121310994"
"2022-12-13","Sido Muncul Store","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","110652022121120221213110276"
"2022-12-13","Peek-A-Boo Baby Stuff","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","11089202212112022121329277"
"2022-12-13","luxcrime","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","11165202212122022121320227"
"2022-12-13","Make Over Official Shop","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","10411202212102022121356224"
"2022-12-13","PURBASARI INDONESIA","Allan Tjahja Tjao","Jl Denai 40","Sumatera Utara","15934","1111820221212202212131249"
"2022-12-13","snapy","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","1040320221212202212132181"
"2022-12-13","Apotek Dear Farma Medan Baru","Betty Ang","Jl Kakap III 25","Jakarta Selatan","17260","10975202212122022121345269"
"2022-12-13","Twelve Hours Co.","JENNY WIDJAJA","Jl Hayam Wuruk 120","Jakarta Barat","15841","107382022121120221213116295"
"2022-12-13","GrosirPakaianRajut","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","10951202212122022121312186"
"2022-12-13","TOKO BESI TIMUR JAYA","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","10227202212122022121310717"
"2022-12-13","Mireya Cosmetics","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","103992022121220221213108250"
"2022-12-13","Belanja Elektronik","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","10397202212112022121398"
"2022-12-13","Apotek Sumber Sehat 1","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","10849202212112022121336303"
"2022-12-13","KoboiTech","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","1028920221212202212139474"
"2022-12-13","Quantum Home Appliances","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","1062020221212202212131918"
"2022-12-13","AnR-Shop","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","111012022121220221213127170"
"2022-12-13","Ghani Bandung","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","11140202212122022121312158"
"2022-12-13","Havillastore","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","11004202212122022121399258"
"2022-12-13","Tulipshop77","Amalia Aristiningsih","Jl Gn Sahari 51/12 A","Jakarta Barat","16325","969820221211202212137218"
"2022-12-13","ChinaTown","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","10521202212122022121310738"
"2022-12-13","DUMA Official","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","9842202212112022121311174"
"2022-12-13","Kastil Drakula","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","110302022121020221213884"
"2022-12-13","BEAUTYHAULINDO","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","10112202212112022121370243"
"2022-12-13","Lalulaku","Andi Zainal A. Dulung","Jl Pagesangan IV 41","Kota Pasuruan","16529","101132022121120221213176"
"2022-12-13","TheStore Collection","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","9740202212122022121386141"
"2022-12-13","Maximum Chemical","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","111032022121220221213106270"
"2022-12-13","PURBASARI INDONESIA","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1113920221212202212134249"
"2022-12-13","DPRINCE","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","11127202212122022121310722"
"2022-12-13","bintang888","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","11126202212122022121322300"
"2022-12-13","dollylab","Edy Suwarno","Jl Ciputat Raya 16","Jakarta Selatan","16820","10599202212122022121385292"
"2022-12-13","EzzyMart JAKARTA","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","1093320221210202212135345"
"2022-12-13","Garaf Official","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","11148202212122022121347144"
"2022-12-13","Mother of Pearl by Tasya Farasya","Christian Parlaungan Mulyanto","Jl Cipaku I 43","Jakarta Pusat","16393","11121202212122022121360239"
"2022-12-13","Apotek Kita Merdeka","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","10131202212122022121328291"
"2022-12-13","To Sehat Jakarta","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","1097420221211202212138247"
"2022-12-13","Solusi Fingerprint","Johan T. Gilbert","Jl Pluit Mas Raya VI A Bl G/9","Jakarta Barat","16577","10540202212122022121311966"
"2022-12-13","Twelve Hours Co.","Edy Susanto","Jl Gaperta Ujung 58","Sumatera Utara","16887","11108202212122022121384295"
"2022-12-13","LUXEWARES","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","10135202212112022121310919"
"2022-12-13","Tentronics","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","1092420221210202212133254"
"2022-12-13","X-Urband Official","Amalia","Jl Paseban 3 C","Jakarta Barat","16456","996420221211202212136124"
"2022-12-13","CARTEXBLANCHE","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","11134202212122022121316209"
"2022-12-13","X-Urband Official","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","10304202212122022121316124"
"2022-12-13","j--fashion","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","9828202212102022121394217"
"2022-12-13","Dear Meee","Ben Morice","Jl Kembang Indah Utama Bl J-2 A/16-17","Jakarta Selatan","15951","1082620221210202212133352"
"2022-12-13","dollylab","Isenta Hioe","Jl Mandiri 9","Jakarta Barat","17224","108632022121020221213114292"
"2022-12-13","Beauty is Here","Bismarka Kurniawan","Jl Batu 1","Jakarta Pusat","16516","11132202212122022121351232"
"2022-12-13","Apotek Lucky Star Jakut","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","11109202212122022121380309"
"2022-12-13","sahabatmulya74","Bayu Prawitasari","Jl Rajawali 24","Sumatera Utara","16282","10194202212122022121326107"
